"","response","Freq.R1","Types.R1","Freq.R123","Types.R123"
"19161","Inútiles",1,1,1,1
"19162","inutilidades",1,1,1,1
"19163","inuttilidad",NA,NA,1,1
"19164","invalidez",1,1,1,1
"19165","invalido",NA,NA,1,1
"19166","inválido",NA,NA,1,1
"19167","invasores",1,1,1,1
"19168","invención",NA,NA,1,1
"19169","inventos",NA,NA,1,1
"19170","invercion",NA,NA,1,1
"19171","invernal",1,1,1,1
"19172","invernar",1,1,1,1
"19173","inverno",1,1,1,1
"19174","inversiones",NA,NA,1,1
"19175","invertido",NA,NA,1,1
"19176","investifgación",NA,NA,1,1
"19177","Investigacion",NA,NA,1,1
"19178","inviable",NA,NA,1,1
"19179","inviderno",NA,NA,1,1
"19180","invieno",NA,NA,1,1
"19181","inviermo",NA,NA,1,1
"19182","invierne",NA,NA,1,1
"19183","Invierno",NA,NA,1,1
"19184","invierto",1,1,1,1
"19185","invitada",NA,NA,1,1
"19186","invitado",NA,NA,1,1
"19187","invitados",1,1,1,1
"19188","invitar",1,1,1,1
"19189","invoice",NA,NA,1,1
"19190","involucrarse",NA,NA,1,1
"19191","involuntaria",1,1,1,1
"19192","inyusticia",NA,NA,1,1
"19193","ion",NA,NA,1,1
"19194","ior",NA,NA,1,1
"19195","ios",NA,NA,1,1
"19196","ipad",NA,NA,1,1
"19197","IQ",NA,NA,1,1
"19198","ir a más",NA,NA,1,1
"19199","ir al baño",NA,NA,1,1
"19200","iracional",NA,NA,1,1
"19201","iracundo",1,1,1,1
"19202","irada",NA,NA,1,1
"19203","Irak",NA,NA,1,1
"19204","ire",1,1,1,1
"19205","ireal",1,1,1,1
"19206","iremos",NA,NA,1,1
"19207","iria",NA,NA,1,1
"19208","Irina",NA,NA,1,1
"19209","irisado",1,1,1,1
"19210","irish",NA,NA,1,1
"19211","Irlanda",NA,NA,1,1
"19212","Irlanda?",NA,NA,1,1
"19213","irlandes",1,1,1,1
"19214","irlandés",NA,NA,1,1
"19215","ironia",NA,NA,1,1
"19216","ironía",NA,NA,1,1
"19217","ironica",NA,NA,1,1
"19218","irónica",NA,NA,1,1
"19219","Irracional",1,1,1,1
"19220","irracionalidad",NA,NA,1,1
"19221","irreconocible",1,1,1,1
"19222","irrecuperable",1,1,1,1
"19223","irregular",1,1,1,1
"19224","irremediable",NA,NA,1,1
"19225","irrespetuoo",NA,NA,1,1
"19226","irreversible",NA,NA,1,1
"19227","irrigación",NA,NA,1,1
"19228","irritada",NA,NA,1,1
"19229","irritado",NA,NA,1,1
"19230","irritante",NA,NA,1,1
"19231","irrupcion",1,1,1,1
"19232","irrupción",1,1,1,1
"19233","isabel",1,1,1,1
"19234","iso",NA,NA,1,1
"19235","isuperable",NA,NA,1,1
"19236","italianos",1,1,1,1
"19237","items",1,1,1,1
"19238","IV",NA,NA,1,1
"19239","iván",1,1,1,1
"19240","Iveco",1,1,1,1
"19241","ivernar",NA,NA,1,1
"19242","izquietdo",1,1,1,1
"19243","jabalina",NA,NA,1,1
"19244","jabçon",NA,NA,1,1
"19245","Jabon",NA,NA,1,1
"19246","jabòn",1,1,1,1
"19247","jabones",1,1,1,1
"19248","jacinto",NA,NA,1,1
"19249","jack",NA,NA,1,1
"19250","jack sparrow",1,1,1,1
"19251","jactancioso",NA,NA,1,1
"19252","jadear",1,1,1,1
"19253","jagar",1,1,1,1
"19254","Jaja",1,1,1,1
"19255","jajaj",NA,NA,1,1
"19256","jaketa",1,1,1,1
"19257","jala",NA,NA,1,1
"19258","jale",1,1,1,1
"19259","jalea",NA,NA,1,1
"19260","jamaz",1,1,1,1
"19261","jamob",1,1,1,1
"19262","jamon y queso",1,1,1,1
"19263","jamón y queso",NA,NA,1,1
"19264","jamos",NA,NA,1,1
"19265","jano",1,1,1,1
"19266","jara",NA,NA,1,1
"19267","jardi",NA,NA,1,1
"19268","Jardín",NA,NA,1,1
"19269","jardin recreo plantas",1,1,1,1
"19270","jardinera",1,1,1,1
"19271","jardineria",NA,NA,1,1
"19272","jardinero",1,1,1,1
"19273","Jarra",1,1,1,1
"19274","jaulas",NA,NA,1,1
"19275","jazmín",NA,NA,1,1
"19276","Jefe",1,1,1,1
"19277","jefes",NA,NA,1,1
"19278","Jehová",1,1,1,1
"19279","jeito",NA,NA,1,1
"19280","jeova",1,1,1,1
"19281","jerarca",NA,NA,1,1
"19282","jerarquias",NA,NA,1,1
"19283","jerárquico",NA,NA,1,1
"19284","jercarca",NA,NA,1,1
"19285","jeréz",NA,NA,1,1
"19286","jerga",1,1,1,1
"19287","jermu",1,1,1,1
"19288","jeroglífico",1,1,1,1
"19289","jerquia",NA,NA,1,1
"19290","jerry",NA,NA,1,1
"19291","jese",1,1,1,1
"19292","jessica barrios",NA,NA,1,1
"19293","jesucristo",NA,NA,1,1
"19294","Jesucristo",NA,NA,1,1
"19295","jesus dios mal",1,1,1,1
"19296","jeuves",NA,NA,1,1
"19297","jhony",NA,NA,1,1
"19298","jiego",1,1,1,1
"19299","Jirafales",1,1,1,1
"19300","jirar",NA,NA,1,1
"19301","jitomate",NA,NA,1,1
"19302","jiujitsu",1,1,1,1
"19303","jjajajajajajaj",NA,NA,1,1
"19304","joaco",1,1,1,1
"19305","jockey",NA,NA,1,1
"19306","jocoso",1,1,1,1
"19307","jodA",1,1,1,1
"19308","Joda",1,1,1,1
"19309","jodas",NA,NA,1,1
"19310","jode",NA,NA,1,1
"19311","joderlo",1,1,1,1
"19312","jodida",1,1,1,1
"19313","joggin",1,1,1,1
"19314","john lenon",NA,NA,1,1
"19315","johnny",1,1,1,1
"19316","johnny depp",NA,NA,1,1
"19317","joja en blanco",NA,NA,1,1
"19318","joke",1,1,1,1
"19319","Joker",NA,NA,1,1
"19320","jonica",1,1,1,1
"19321","jónica",NA,NA,1,1
"19322","jora",NA,NA,1,1
"19323","Jorge",1,1,1,1
"19324","Joriba",NA,NA,1,1
"19325","Jornal",1,1,1,1
"19326","jorobado",1,1,1,1
"19327","Jose",NA,NA,1,1
"19328","josé",NA,NA,1,1
"19329","jostick",1,1,1,1
"19330","jota",1,1,1,1
"19331","jovem",NA,NA,1,1
"19332","jovialidad",NA,NA,1,1
"19333","joystick",1,1,1,1
"19334","juagar",1,1,1,1
"19335","juan doña nadie",1,1,1,1
"19336","Juan_Pablo_II",1,1,1,1
"19337","juanchi",NA,NA,1,1
"19338","juanita",1,1,1,1
"19339","Juanita",NA,NA,1,1
"19340","juanma",NA,NA,1,1
"19341","juanpe",NA,NA,1,1
"19342","jubileo",1,1,1,1
"19343","júbillo",NA,NA,1,1
"19344","jubilo",1,1,1,1
"19345","júbilo",NA,NA,1,1
"19346","jucio",1,1,1,1
"19347","jucios",NA,NA,1,1
"19348","judía",1,1,1,1
"19349","Judicial",1,1,1,1
"19350","judiciales",1,1,1,1
"19351","judio",1,1,1,1
"19352","judo",NA,NA,1,1
"19353","jueco",1,1,1,1
"19354","juegi",1,1,1,1
"19355","juego auto",NA,NA,1,1
"19356","juego de cartas",NA,NA,1,1
"19357","juego de guerra",1,1,1,1
"19358","juego de mano",NA,NA,1,1
"19359","juego futbol pelota",1,1,1,1
"19360","jueguete",NA,NA,1,1
"19361","jueguos",NA,NA,1,1
"19362","juergo",NA,NA,1,1
"19363","juewz",1,1,1,1
"19364","jugaa de gol",NA,NA,1,1
"19365","jugadora",NA,NA,1,1
"19366","jugadores de futbol",NA,NA,1,1
"19367","jugamos",1,1,1,1
"19368","jugando",1,1,1,1
"19369","jugar con la",NA,NA,1,1
"19370","jugarr",NA,NA,1,1
"19371","jugarsela",NA,NA,1,1
"19372","jugársela",NA,NA,1,1
"19373","jugosas",NA,NA,1,1
"19374","juguet",1,1,1,1
"19375","juguetona",NA,NA,1,1
"19376","juicii",1,1,1,1
"19377","juicios",1,1,1,1
"19378","Julia Robert",1,1,1,1
"19379","julia roberts",1,1,1,1
"19380","julieta",1,1,1,1
"19381","jumper",NA,NA,1,1
"19382","juná",1,1,1,1
"19383","junco",NA,NA,1,1
"19384","jung",1,1,1,1
"19385","juniors",1,1,1,1
"19386","Juntar",1,1,1,1
"19387","Jupiter",NA,NA,1,1
"19388","jura",1,1,1,1
"19389","jurados",NA,NA,1,1
"19390","jurasico",1,1,1,1
"19391","jurídica",NA,NA,1,1
"19392","jurídicas",NA,NA,1,1
"19393","juridicción",NA,NA,1,1
"19394","justica",1,1,1,1
"19395","Justicia",1,1,1,1
"19396","justicia?",NA,NA,1,1
"19397","justificar",NA,NA,1,1
"19398","justin biber",1,1,1,1
"19399","justito",1,1,1,1
"19400","juzga",NA,NA,1,1
"19401","jygo",NA,NA,1,1
"19402","kabutiá",1,1,1,1
"19403","kafca",NA,NA,1,1
"19404","kafka",NA,NA,1,1
"19405","kanguro",NA,NA,1,1
"19406","kant",1,1,1,1
"19407","Kant",NA,NA,1,1
"19408","kantiano",NA,NA,1,1
"19409","karaoke",NA,NA,1,1
"19410","karate",NA,NA,1,1
"19411","katana",1,1,1,1
"19412","Katar",NA,NA,1,1
"19413","katherine",1,1,1,1
"19414","kayak",NA,NA,1,1
"19415","Kenichi",1,1,1,1
"19416","keta",NA,NA,1,1
"19417","kfc",NA,NA,1,1
"19418","kg",1,1,1,1
"19419","Kg",1,1,1,1
"19420","kiko",1,1,1,1
"19421","killer",1,1,1,1
"19422","kilómetross",NA,NA,1,1
"19423","Kilos",NA,NA,1,1
"19424","kilovatios",NA,NA,1,1
"19425","Kim Jong Il",1,1,1,1
"19426","kimonos",NA,NA,1,1
"19427","kinder",1,1,1,1
"19428","kinesis",1,1,1,1
"19429","king kong",NA,NA,1,1
"19430","kiosko",NA,NA,1,1
"19431","klingon",NA,NA,1,1
"19432","konami",NA,NA,1,1
"19433","kr",NA,NA,1,1
"19434","kung fu panda",NA,NA,1,1
"19435","kyocera",NA,NA,1,1
"19436","la bastilla",NA,NA,1,1
"19437","la carne",NA,NA,1,1
"19438","la ch",NA,NA,1,1
"19439","la cuerda",1,1,1,1
"19440","la cuota",NA,NA,1,1
"19441","la cura",1,1,1,1
"19442","la espuma del café",NA,NA,1,1
"19443","la felicidad",1,1,1,1
"19444","la Haya",1,1,1,1
"19445","la idea",NA,NA,1,1
"19446","la lona",NA,NA,1,1
"19447","la mala onda",NA,NA,1,1
"19448","la mano",NA,NA,1,1
"19449","la más",1,1,1,1
"19450","la mas linda, la de uruguay",1,1,1,1
"19451","la minuto",NA,NA,1,1
"19452","la muerte",1,1,1,1
"19453","la nada",1,1,1,1
"19454","la nariz",NA,NA,1,1
"19455","la niña bonita",1,1,1,1
"19456","la paloma",NA,NA,1,1
"19457","la pampa",NA,NA,1,1
"19458","la pared",NA,NA,1,1
"19459","la Pasiva",NA,NA,1,1
"19460","la pasivas",NA,NA,1,1
"19461","la pedrera",1,1,1,1
"19462","la pregunta",NA,NA,1,1
"19463","la proxima",NA,NA,1,1
"19464","la puerta",1,1,1,1
"19465","la put.. qe lo pari....",NA,NA,1,1
"19466","la que me gusta",NA,NA,1,1
"19467","la rambla",NA,NA,1,1
"19468","la roca",NA,NA,1,1
"19469","la ropa",NA,NA,1,1
"19470","la ropa nueva",NA,NA,1,1
"19471","la sociedad",1,1,1,1
"19472","la torta",NA,NA,1,1
"19473","la trampa",NA,NA,1,1
"19474","la vela puerca",1,1,1,1
"19475","la vida es bella",NA,NA,1,1
"19476","la vida y la muerte",1,1,1,1
"19477","laámpara",NA,NA,1,1
"19478","labar",1,1,1,1
"19479","labaropas",1,1,1,1
"19480","laberintos",NA,NA,1,1
"19481","Laboral",1,1,1,1
"19482","labores",NA,NA,1,1
"19483","laboriosa",NA,NA,1,1
"19484","laboriosidad",1,1,1,1
"19485","labranza",1,1,1,1
"19486","labrar",1,1,1,1
"19487","laburador",1,1,1,1
"19488","laburante",NA,NA,1,1
"19489","laca",NA,NA,1,1
"19490","lacan",NA,NA,1,1
"19491","lacayo",NA,NA,1,1
"19492","lache",NA,NA,1,1
"19493","lacoste",NA,NA,1,1
"19494","Lacteo",1,1,1,1
"19495","lacteos",NA,NA,1,1
"19496","lactosa",NA,NA,1,1
"19497","ladr",1,1,1,1
"19498","ladra",NA,NA,1,1
"19499","ladrar",NA,NA,1,1
"19500","ladrén",NA,NA,1,1
"19501","ladridos",NA,NA,1,1
"19502","Ladron",1,1,1,1
"19503","ladrón arma seguridad",1,1,1,1
"19504","ladrona",NA,NA,1,1
"19505","lady gaga",1,1,1,1
"19506","lagartija",NA,NA,1,1
"19507","lagartos",1,1,1,1
"19508","lago Ness",1,1,1,1
"19509","Lágrimas",NA,NA,1,1
"19510","lagrimogena",1,1,1,1
"19511","laica",1,1,1,1
"19512","laico",NA,NA,1,1
"19513","lame",NA,NA,1,1
"19514","lamenta",NA,NA,1,1
"19515","lamentable",1,1,1,1
"19516","lamer",1,1,1,1
"19517","lamina",1,1,1,1
"19518","lámina",NA,NA,1,1
"19519","láminas",NA,NA,1,1
"19520","Lampara",NA,NA,1,1
"19521","lamparitas",1,1,1,1
"19522","Lana",NA,NA,1,1
"19523","Lancelot",NA,NA,1,1
"19524","lanchas",1,1,1,1
"19525","landia",NA,NA,1,1
"19526","langosta",NA,NA,1,1
"19527","langostas",NA,NA,1,1
"19528","lansarce",NA,NA,1,1
"19529","lanzallamas",1,1,1,1
"19530","lanzamiento",NA,NA,1,1
"19531","lanzarse",NA,NA,1,1
"19532","lanzo",NA,NA,1,1
"19533","lapicer",NA,NA,1,1
"19534","lapicero",NA,NA,1,1
"19535","lapìcero",1,1,1,1
"19536","lapis",1,1,1,1
"19537","lapislázuli",NA,NA,1,1
"19538","lapzo",NA,NA,1,1
"19539","lar",1,1,1,1
"19540","larga vista",1,1,1,1
"19541","largar",NA,NA,1,1
"19542","largar antes",1,1,1,1
"19543","largas",1,1,1,1
"19544","largavista",1,1,1,1
"19545","largda",NA,NA,1,1
"19546","largo periodo",NA,NA,1,1
"19547","largo plazo",1,1,1,1
"19548","largo tiempo",NA,NA,1,1
"19549","Largos",1,1,1,1
"19550","largue",NA,NA,1,1
"19551","larguirucho",1,1,1,1
"19552","larrañaga",1,1,1,1
"19553","las acacias",1,1,1,1
"19554","las cosas",NA,NA,1,1
"19555","las cosas en su lugar",1,1,1,1
"19556","las cosas no pasan del mismo modo",NA,NA,1,1
"19557","las odio",NA,NA,1,1
"19558","las riendas",1,1,1,1
"19559","Las Toscas",1,1,1,1
"19560","lasdron",NA,NA,1,1
"19561","láser",1,1,1,1
"19562","lasitud",NA,NA,1,1
"19563","lasos",1,1,1,1
"19564","lasquita",NA,NA,1,1
"19565","Lastima",1,1,1,1
"19566","Lástima",NA,NA,1,1
"19567","lastimaduras",NA,NA,1,1
"19568","Lastimar",1,1,1,1
"19569","lastimarse",NA,NA,1,1
"19570","latentes",NA,NA,1,1
"19571","laterales",NA,NA,1,1
"19572","lateralidad",1,1,1,1
"19573","Latex",NA,NA,1,1
"19574","latiendo",NA,NA,1,1
"19575","Latinoamerica",1,1,1,1
"19576","Latinoamericano",1,1,1,1
"19577","latinos",NA,NA,1,1
"19578","latitud",NA,NA,1,1
"19579","laton",NA,NA,1,1
"19580","latòn",1,1,1,1
"19581","latsirc",NA,NA,1,1
"19582","laudo",NA,NA,1,1
"19583","laura",1,1,1,1
"19584","lauro",1,1,1,1
"19585","lavadero",NA,NA,1,1
"19586","lavado dinero",NA,NA,1,1
"19587","lavadora",1,1,1,1
"19588","lavalle",NA,NA,1,1
"19589","lavandina",NA,NA,1,1
"19590","lavavajilla",1,1,1,1
"19591","lavios",1,1,1,1
"19592","lazaña",1,1,1,1
"19593","lazerado",1,1,1,1
"19594","lçastima",NA,NA,1,1
"19595","le",1,1,1,1
"19596","le falta el tilde",NA,NA,1,1
"19597","lecha",1,1,1,1
"19598","lechon",1,1,1,1
"19599","lechuza",NA,NA,1,1
"19600","lectivo",1,1,1,1
"19601","lectoescritura",NA,NA,1,1
"19602","lector",1,1,1,1
"19603","lectur",NA,NA,1,1
"19604","lecturas",NA,NA,1,1
"19605","LED",NA,NA,1,1
"19606","Leeendo",1,1,1,1
"19607","Leer",NA,NA,1,1
"19608","left",NA,NA,1,1
"19609","legalizada",1,1,1,1
"19610","legalizar",NA,NA,1,1
"19611","legalmente",1,1,1,1
"19612","legendario",NA,NA,1,1
"19613","legible",NA,NA,1,1
"19614","legión",1,1,1,1
"19615","legislaciones",NA,NA,1,1
"19616","legislar",NA,NA,1,1
"19617","legislativo",1,1,1,1
"19618","legítimo",1,1,1,1
"19619","lego",1,1,1,1
"19620","legua",NA,NA,1,1
"19621","leguas",1,1,1,1
"19622","Legumbre",1,1,1,1
"19623","leidos",NA,NA,1,1
"19624","leite",NA,NA,1,1
"19625","leitmotiv",1,1,1,1
"19626","Lejana",NA,NA,1,1
"19627","lejano oeste",1,1,1,1
"19628","lejor",1,1,1,1
"19629","Lejos",NA,NA,1,1
"19630","lejos!",1,1,1,1
"19631","lembranzas",1,1,1,1
"19632","lemgua",NA,NA,1,1
"19633","Lengua",NA,NA,1,1
"19634","lengya",1,1,1,1
"19635","lenia",1,1,1,1
"19636","lennon",NA,NA,1,1
"19637","lenre",1,1,1,1
"19638","lenta verde",1,1,1,1
"19639","lentamente",1,1,1,1
"19640","lenteja",NA,NA,1,1
"19641","lentejuelas",1,1,1,1
"19642","lentos",1,1,1,1
"19643","Leña",NA,NA,1,1
"19644","León",NA,NA,1,1
"19645","leòn",NA,NA,1,1
"19646","león felino peligro",1,1,1,1
"19647","leonardo",1,1,1,1
"19648","leones",1,1,1,1
"19649","leopardo",NA,NA,1,1
"19650","Leopardo",NA,NA,1,1
"19651","lepidoptero",1,1,1,1
"19652","leptocurtico",NA,NA,1,1
"19653","lerdo",NA,NA,1,1
"19654","lero",NA,NA,1,1
"19655","les",1,1,1,1
"19656","lesionados",1,1,1,1
"19657","less",1,1,1,1
"19658","letardo",NA,NA,1,1
"19659","letargica",1,1,1,1
"19660","letas",NA,NA,1,1
"19661","letras oraciones sentimientos",1,1,1,1
"19662","Letraws",NA,NA,1,1
"19663","letrero",NA,NA,1,1
"19664","levanta la mano",NA,NA,1,1
"19665","Levantarse",NA,NA,1,1
"19666","levanto",1,1,1,1
"19667","levi",1,1,1,1
"19668","levitacion",NA,NA,1,1
"19669","levitar",NA,NA,1,1
"19670","Levitar",NA,NA,1,1
"19671","lexico",NA,NA,1,1
"19672","lexicon",1,1,1,1
"19673","Ley",NA,NA,1,1
"19674","leye",NA,NA,1,1
"19675","leyendas",NA,NA,1,1
"19676","leyes de la física",NA,NA,1,1
"19677","lezica",1,1,1,1
"19678","li",1,1,1,1
"19679","lia",NA,NA,1,1
"19680","Liberación",NA,NA,1,1
"19681","liberado",NA,NA,1,1
"19682","liberador",1,1,1,1
"19683","liberal",NA,NA,1,1
"19684","libertador",NA,NA,1,1
"19685","libertadores",1,1,1,1
"19686","libertdad",NA,NA,1,1
"19687","liberté",NA,NA,1,1
"19688","libertinaje",1,1,1,1
"19689","libidinoso",NA,NA,1,1
"19690","libido",1,1,1,1
"19691","Libido",NA,NA,1,1
"19692","libr",1,1,1,1
"19693","LIBRE",1,1,1,1
"19694","libre acceso",NA,NA,1,1
"19695","libre de culpa",NA,NA,1,1
"19696","libremente",1,1,1,1
"19697","libreo",NA,NA,1,1
"19698","librería",1,1,1,1
"19699","libret",NA,NA,1,1
"19700","libretad",1,1,1,1
"19701","libretas",1,1,1,1
"19702","libro biblioteca lentes",1,1,1,1
"19703","libro de inglés",1,1,1,1
"19704","libro exposicion",1,1,1,1
"19705","libro o película",NA,NA,1,1
"19706","libro, pc, wifi",1,1,1,1
"19707","librops",NA,NA,1,1
"19708","Libros",1,1,1,1
"19709","libros, estudio, silencio",1,1,1,1
"19710","librp",NA,NA,1,1
"19711","liccom",1,1,1,1
"19712","Licencia",1,1,1,1
"19713","licenciada",1,1,1,1
"19714","Liceo",1,1,1,1
"19715","liceos",NA,NA,1,1
"19716","lices",1,1,1,1
"19717","licuada",NA,NA,1,1
"19718","licuadora",NA,NA,1,1
"19719","lidera",NA,NA,1,1
"19720","liderados",1,1,1,1
"19721","liderar",1,1,1,1
"19722","lideres",NA,NA,1,1
"19723","lideresa",1,1,1,1
"19724","lienzos",NA,NA,1,1
"19725","ligamiento",NA,NA,1,1
"19726","ligerl",NA,NA,1,1
"19727","light",NA,NA,1,1
"19728","lijo",1,1,1,1
"19729","lila",NA,NA,1,1
"19730","limda",1,1,1,1
"19731","Limdo",NA,NA,1,1
"19732","limitadas",NA,NA,1,1
"19733","limitante",NA,NA,1,1
"19734","límitar",1,1,1,1
"19735","LIMITE",1,1,1,1
"19736","limite, prisión, espacio",1,1,1,1
"19737","limòn",NA,NA,1,1
"19738","limonada",1,1,1,1
"19739","limonero",NA,NA,1,1
"19740","limosna",NA,NA,1,1
"19741","limpeza",NA,NA,1,1
"19742","limpiador",1,1,1,1
"19743","limpias",1,1,1,1
"19744","limpida",NA,NA,1,1
"19745","límpido",1,1,1,1
"19746","limpiez",1,1,1,1
"19747","limpii",NA,NA,1,1
"19748","limpió",1,1,1,1
"19749","límte",NA,NA,1,1
"19750","limusina",NA,NA,1,1
"19751","lina de tiempo",NA,NA,1,1
"19752","lince",NA,NA,1,1
"19753","linda femenina sugestiva",1,1,1,1
"19754","lindante",NA,NA,1,1
"19755","Lindas",NA,NA,1,1
"19756","lindero",1,1,1,1
"19757","linderos",1,1,1,1
"19758","lindisimo",1,1,1,1
"19759","lindo clima",NA,NA,1,1
"19760","lindo distinto llamativo",1,1,1,1
"19761","Lindos",1,1,1,1
"19762","Línea",1,1,1,1
"19763","linea bus",NA,NA,1,1
"19764","línea recta",1,1,1,1
"19765","lineman",NA,NA,1,1
"19766","lingas",NA,NA,1,1
"19767","linguistica",NA,NA,1,1
"19768","lingüística",1,1,1,1
"19769","linguistico",1,1,1,1
"19770","liniers",NA,NA,1,1
"19771","linites",1,1,1,1
"19772","link",1,1,1,1
"19773","links",1,1,1,1
"19774","Linneo",NA,NA,1,1
"19775","linse",NA,NA,1,1
"19776","líos",1,1,1,1
"19777","líquida",NA,NA,1,1
"19778","liquidar",NA,NA,1,1
"19779","Liquido",1,1,1,1
"19780","Líquido",1,1,1,1
"19781","lireto",NA,NA,1,1
"19782","lirica",NA,NA,1,1
"19783","lirico",NA,NA,1,1
"19784","Lisa",1,1,1,1
"19785","lisa simpson",NA,NA,1,1
"19786","lisi",1,1,1,1
"19787","lisoform",NA,NA,1,1
"19788","lisotoon",NA,NA,1,1
"19789","list",1,1,1,1
"19790","Lista",1,1,1,1
"19791","lista de personsa",NA,NA,1,1
"19792","listo!",1,1,1,1
"19793","Literatura",1,1,1,1
"19794","literatura, obra, Borges",1,1,1,1
"19795","litoral",NA,NA,1,1
"19796","Litros",1,1,1,1
"19797","little",1,1,1,1
"19798","livertad",1,1,1,1
"19799","liviandad",NA,NA,1,1
"19800","livianos",NA,NA,1,1
"19801","liz",1,1,1,1
"19802","Llaga",NA,NA,1,1
"19803","llamabas",NA,NA,1,1
"19804","Llamado",NA,NA,1,1
"19805","llamados",1,1,1,1
"19806","llamarivo",NA,NA,1,1
"19807","llando",1,1,1,1
"19808","Llanto",NA,NA,1,1
"19809","llanto queja",1,1,1,1
"19810","llantos",1,1,1,1
"19811","llegan",NA,NA,1,1
"19812","llegando",NA,NA,1,1
"19813","llegar a algo",NA,NA,1,1
"19814","llegará",NA,NA,1,1
"19815","llegua rayada",1,1,1,1
"19816","llen",1,1,1,1
"19817","Llena",1,1,1,1
"19818","llena-huevo!",NA,NA,1,1
"19819","llenado",NA,NA,1,1
"19820","lleva a cabo",NA,NA,1,1
"19821","Llevado",1,1,1,1
"19822","llindo",1,1,1,1
"19823","llorando",1,1,1,1
"19824","Llorar",NA,NA,1,1
"19825","LLoro",1,1,1,1
"19826","lloron",1,1,1,1
"19827","llorona",NA,NA,1,1
"19828","llorones",NA,NA,1,1
"19829","llovio",1,1,1,1
"19830","Lluvia",NA,NA,1,1
"19831","lluvía",1,1,1,1
"19832","lluvias",1,1,1,1
"19833","lluvis",1,1,1,1
"19834","lndo",NA,NA,1,1
"19835","lñancha",NA,NA,1,1
"19836","lñsj",1,1,1,1
"19837","lo bueno",1,1,1,1
"19838","lo de afuera",1,1,1,1
"19839","lo desconocido",NA,NA,1,1
"19840","lo diario",NA,NA,1,1
"19841","lo esperaba",1,1,1,1
"19842","lo esperado",1,1,1,1
"19843","lo lamento",NA,NA,1,1
"19844","lo más",NA,NA,1,1
"19845","lo mas adecuado",NA,NA,1,1
"19846","lo más amplio",NA,NA,1,1
"19847","lo mas grande",NA,NA,1,1
"19848","lo otro",NA,NA,1,1
"19849","lo q pasó",NA,NA,1,1
"19850","lo q se quiere llevar",NA,NA,1,1
"19851","lo que es",1,1,1,1
"19852","lo que quieras",NA,NA,1,1
"19853","lo que se supone que debo hacer",NA,NA,1,1
"19854","lo que va entre el zapato y el pie",NA,NA,1,1
"19855","lo que viene",1,1,1,1
"19856","lo ultimo",NA,NA,1,1
"19857","lo-siento",NA,NA,1,1
"19858","lobby",NA,NA,1,1
"19859","lobertad",NA,NA,1,1
"19860","lobison",1,1,1,1
"19861","lobriz",NA,NA,1,1
"19862","lobulo",1,1,1,1
"19863","lóbulo",1,1,1,1
"19864","locacion",NA,NA,1,1
"19865","Local",NA,NA,1,1
"19866","local comercial",NA,NA,1,1
"19867","localizacion",1,1,1,1
"19868","lock ness",1,1,1,1
"19869","lockers",NA,NA,1,1
"19870","lococion",NA,NA,1,1
"19871","locro",NA,NA,1,1
"19872","locución",1,1,1,1
"19873","locuras",NA,NA,1,1
"19874","loft",NA,NA,1,1
"19875","logaritmo",NA,NA,1,1
"19876","logía",NA,NA,1,1
"19877","logica dificil atencion",1,1,1,1
"19878","Lógico",NA,NA,1,1
"19879","logilineo",NA,NA,1,1
"19880","logitud",NA,NA,1,1
"19881","logo",1,1,1,1
"19882","logor",NA,NA,1,1
"19883","lograrlo",NA,NA,1,1
"19884","lograrse",NA,NA,1,1
"19885","logro de objetivos",NA,NA,1,1
"19886","lói",1,1,1,1
"19887","Loma",1,1,1,1
"19888","lon",NA,NA,1,1
"19889","lonchera",NA,NA,1,1
"19890","london",NA,NA,1,1
"19891","long",NA,NA,1,1
"19892","longevo",1,1,1,1
"19893","longilineo",NA,NA,1,1
"19894","longilíneo",1,1,1,1
"19895","longitid",NA,NA,1,1
"19896","Longitud",NA,NA,1,1
"19897","Look",1,1,1,1
"19898","loop",NA,NA,1,1
"19899","lopez",1,1,1,1
"19900","lopibe",NA,NA,1,1
"19901","loreal",NA,NA,1,1
"19902","lorenzo",1,1,1,1
"19903","los 70's",NA,NA,1,1
"19904","los años como pasan",NA,NA,1,1
"19905","los demas",NA,NA,1,1
"19906","los nenes",1,1,1,1
"19907","los piojos",1,1,1,1
"19908","los que estan",1,1,1,1
"19909","los quiero",NA,NA,1,1
"19910","Los simpsons",1,1,1,1
"19911","losey",NA,NA,1,1
"19912","loterías",NA,NA,1,1
"19913","lourdes",NA,NA,1,1
"19914","Louvre",NA,NA,1,1
"19915","lover",1,1,1,1
"19916","loz",1,1,1,1
"19917","loza",NA,NA,1,1
"19918","lozano",1,1,1,1
"19919","lp",1,1,1,1
"19920","lsd",NA,NA,1,1
"19921","lso",NA,NA,1,1
"19922","ltermometro",NA,NA,1,1
"19923","lu",1,1,1,1
"19924","lubolos",NA,NA,1,1
"19925","lubre",NA,NA,1,1
"19926","luca prodan",NA,NA,1,1
"19927","lucas",1,1,1,1
"19928","luce",1,1,1,1
"19929","Luces",NA,NA,1,1
"19930","Lucha",NA,NA,1,1
"19931","luchadora",NA,NA,1,1
"19932","luchas",NA,NA,1,1
"19933","lucho",NA,NA,1,1
"19934","Lucia",1,1,1,1
"19935","Lucía",1,1,1,1
"19936","lucifer",1,1,1,1
