"","response","Freq","nWords","isASCII"
"10584","patinaje artístico",1,2,0
"10585","patineta",1,1,1
"10586","pato mujer",1,2,1
"10587","pato peludo",1,2,1
"10588","patriotico",1,1,1
"10589","PATRON",1,1,1
"10590","paty",1,1,1
"10591","paul",1,1,1
"10592","pauperrimo",1,1,1
"10593","pausa laboral",1,2,1
"10594","pavita",1,1,1
"10595","pavlov",1,1,1
"10596","pavo hembra",1,2,1
"10597","pavo real",1,2,1
"10598","pawer point",1,2,1
"10599","payao",1,1,1
"10600","PAYS",1,1,1
"10601","paz interior",1,2,1
"10602","PC",1,1,1
"10603","pcion",1,1,1
"10604","pdf",1,1,1
"10605","PDF",1,1,1
"10606","pdoer",1,1,1
"10607","pdolor",1,1,1
"10608","pdres",1,1,1
"10609","peaz vilaro",1,2,1
"10610","pececitos",1,1,1
"10611","pedofilo",1,1,1
"10612","pedofilos",1,1,1
"10613","pedreguyo",1,1,1
"10614","pedrigree",1,1,1
"10615","pedrito",1,1,1
"10616","peimera",1,1,1
"10617","peinilla",1,1,1
"10618","pejerrey",1,1,1
"10619","Pejuajo",1,1,1
"10620","pelgro",1,1,1
"10621","peli",1,1,1
"10622","pelicano",1,1,1
"10623","película corta",1,2,0
"10624","película de terror",1,3,0
"10625","peligo",1,1,1
"10626","peligri",1,1,1
"10627","pelígro",1,1,0
"10628","peligro acecho",1,2,1
"10629","peligro de extinción",1,3,0
"10630","peliqueria",1,1,1
"10631","pelirgo",1,1,1
"10632","pelo tristeza nudos",1,3,1
"10633","pelogrosa",1,1,1
"10634","pelon",1,1,1
"10635","pelos raros",1,2,1
"10636","pelota de fútbol americano",1,4,0
"10637","pelota de golf",1,3,1
"10638","pelota estrategia ajedrez",1,3,1
"10639","pelota j",1,2,1
"10640","pelota pasto gente",1,3,1
"10641","pelota vasca",1,2,1
"10642","pelotas pequeñas",1,2,0
"10643","peludito",1,1,1
"10644","peludp",1,1,1
"10645","PELUQUERIA",1,1,1
"10646","peluquerìa",1,1,0
"10647","peluza",1,1,1
"10648","pena, culpa",1,3,1
"10649","penarol",1,1,1
"10650","penazco",1,1,1
"10651","pencil",1,1,1
"10652","péndex",1,1,0
"10653","pendon",1,1,1
"10654","pensaar",1,1,1
"10655","pensamiento crítico",1,2,0
"10656","PENSAMMIENTO",1,1,1
"10657","pensar en el otro",1,4,1
"10658","pensón",1,1,0
"10659","penta",1,1,1
"10660","penthouse",1,1,1
"10661","penzar",1,1,1
"10662","peñaron",1,1,0
"10663","peñaroñ",1,1,0
"10664","pepa pig",1,2,1
"10665","pepe le piu",1,3,1
"10666","peperonni",1,1,1
"10667","peque{o",1,1,1
"10668","pequena",1,1,1
"10669","PEQUENO",1,1,1
"10670","pequeña bandera",1,2,0
"10671","pequeña cantidad",1,2,0
"10672","pequeño o grandr",1,3,0
"10673","pequeó",1,1,0
"10674","pequña",1,1,0
"10675","percepcion auditiva",1,2,1
"10676","perceverancia",1,1,1
"10677","percucion",1,1,1
"10678","perder el tiempo",1,3,1
"10679","perder momentos",1,2,1
"10680","perder tiempo",1,2,1
"10681","perdi",1,1,1
"10682","perdida de bienestar",1,3,1
"10683","PERDIDA DE INDIVIDUALIDAD",1,3,1
"10684","perdida de razon",1,3,1
"10685","perdigon",1,1,1
"10686","perdomo",1,1,1
"10687","PERDON",1,1,1
"10688","peresosa",1,1,1
"10689","pérez",1,1,0
"10690","pereZA",1,1,1
"10691","perfeccionismo",1,1,1
"10692","perforacion",1,1,1
"10693","performance",1,1,1
"10694","perhaps",1,1,1
"10695","Perhaps",1,1,1
"10696","perhistoria",1,1,1
"10697","periodicos",1,1,1
"10698","permutaciones",1,1,1
"10699","PERNSONAS",1,1,1
"10700","pero che",1,2,1
"10701","pero con flores",1,3,1
"10702","pero con flores vengo",1,4,1
"10703","pero hoy lo haría",1,4,0
"10704","peróleo",1,1,0
"10705","peron",1,1,1
"10706","perona",1,1,1
"10707","perone",1,1,1
"10708","PERONISMO",1,1,1
"10709","peroo",1,1,1
"10710","PEROO",1,1,1
"10711","perosna",1,1,1
"10712","perpicaz",1,1,1
"10713","PERQUEÑOS",1,1,0
"10714","persca",1,1,1
"10715","persepción",1,1,0
"10716","perseveracnia",1,1,1
"10717","persna",1,1,1
"10718","persona agradable",1,2,1
"10719","persona arrodillada",1,2,1
"10720","persona calificada",1,2,1
"10721","persona cercana",1,2,1
"10722","persona chica",1,2,1
"10723","persona con personalidad",1,3,1
"10724","persona con plata",1,3,1
"10725","persona con poder",1,3,1
"10726","persona confiable",1,2,1
"10727","persona de  edad",1,3,1
"10728","PERSONA DE IMPORTANCIA",1,3,1
"10729","persona de poca confiabilidad",1,4,1
"10730","persona de una región",1,4,0
"10731","persona fea",1,2,1
"10732","persona genial",1,2,1
"10733","persona gorda",1,2,1
"10734","persona grande",1,2,1
"10735","persona importante",1,2,1
"10736","Persona mayor",1,2,1
"10737","PERSONA MAYOR",1,2,1
"10738","persona molesta",1,2,1
"10739","persona no sana",1,3,1
"10740","Persona ocupada",1,2,1
"10741","persona q imparte justicia",1,4,1
"10742","persona que se va",1,4,1
"10743","persona responsable",1,2,1
"10744","persona sentada",1,2,1
"10745","persona sonsa",1,2,1
"10746","persona/animal",1,1,1
"10747","PERSONAJE ANIMADO",1,2,1
"10748","personaje literario",1,2,1
"10749","personalida",1,1,1
"10750","personalidad única",1,2,0
"10751","personalidazo",1,1,1
"10752","personas en una mesa",1,4,1
"10753","personita",1,1,1
"10754","personla",1,1,1
"10755","personta",1,1,1
"10756","pertencias",1,1,1
"10757","pertendecer",1,1,1
"10758","pertenecia",1,1,1
"10759","pertida",1,1,1
"10760","peru",1,1,1
"10761","pesadolla",1,1,1
"10762","pescueso",1,1,1
"10763","pesistencia",1,1,1
"10764","peso go",1,2,1
"10765","pesona con atributos particularmente nobles",1,5,1
"10766","pesonas",1,1,1
"10767","pesquiza",1,1,1
"10768","pestanas",1,1,1
"10769","PETALOS",1,1,1
"10770","peterpan",1,1,1
"10771","petete",1,1,1
"10772","petizo",1,1,1
"10773","PETIZO",1,1,1
"10774","petr",1,1,1
"10775","petri",1,1,1
"10776","peugot",1,1,1
"10777","peuqeña",1,1,0
"10778","pewligro",1,1,1
"10779","PEZCA",1,1,1
"10780","pezcado",1,1,1
"10781","pezcar",1,1,1
"10782","pezcuezo",1,1,1
"10783","pezon",1,1,1
"10784","pgrueba",1,1,1
"10785","philiphs",1,1,1
"10786","phillips",1,1,1
"10787","Piani",1,1,1
"10788","piata",1,1,1
"10789","Pibe",1,1,1
"10790","Pibes",1,1,1
"10791","pibitos",1,1,1
"10792","pic",1,1,1
"10793","pic nic",1,2,1
"10794","picadito",1,1,1
"10795","PICAHIELO",1,1,1
"10796","picante color",1,2,1
"10797","Picaso",1,1,1
"10798","Picasso",1,1,1
"10799","PICASSO",1,1,1
"10800","pich",1,1,1
"10801","pichar",1,1,1
"10802","pichela",1,1,1
"10803","pichí",1,1,0
"10804","pichicha",1,1,1
"10805","pichón rivière",1,2,0
"10806","pico grande",1,2,1
"10807","pics",1,1,1
"10808","pido prestado",1,2,1
"10809","piedra molida",1,2,1
"10810","piedritas",1,1,1
"10811","piel sencible",1,2,1
"10812","piercing",1,1,1
"10813","pierdo tiempo",1,2,1
"10814","pierna, cuerpo",1,3,1
"10815","piero",1,1,1
"10816","PIES PIERNAS",1,2,1
"10817","pieza musical",1,2,1
"10818","Pig",1,1,1
"10819","pilas de monedas",1,3,1
"10820","pilicia",1,1,1
"10821","pimenton",1,1,1
"10822","pincga",1,1,1
"10823","pinchaso",1,1,1
"10824","pindo",1,1,1
"10825","pineal",1,1,1
"10826","ping pon",1,2,1
"10827","Ping pong",1,2,1
"10828","ping-pong",1,1,1
"10829","Pinguino",1,1,1
"10830","pingüino",1,1,0
"10831","pinguinos",1,1,1
"10832","pingüinos",1,1,0
"10833","pinic",1,1,1
"10834","pinky y cerebro",1,3,1
"10835","pinsas",1,1,1
"10836","pintarron",1,1,1
"10837","pintón",1,1,0
"10838","pintorezco",1,1,1
"10839","PINTUIRA",1,1,1
"10840","pintún",1,1,0
"10841","pintur",1,1,1
"10842","piña colada",1,2,0
"10843","piñacolada",1,1,0
"10844","piolín",1,1,0
"10845","pipona",1,1,1
"10846","pirámide alimenticia",1,2,0
"10847","piranha",1,1,1
"10848","piriapolis",1,1,1
"10849","Piriapolis",1,1,1
"10850","piringundin",1,1,1
"10851","pirlo",1,1,1
"10852","pirncesa",1,1,1
"10853","pirucha",1,1,1
"10854","pisapapas",1,1,1
"10855","pisi",1,1,1
"10856","pisibilidades",1,1,1
"10857","piso gris",1,2,1
"10858","piso madera",1,2,1
"10859","pispireto",1,1,1
"10860","pitagoras",1,1,1
"10861","pitbull",1,1,1
"10862","piton",1,1,1
"10863","pitufo",1,1,1
"10864","PIXELES",1,1,1
"10865","pizada",1,1,1
"10866","pizeria",1,1,1
"10867","PIZZARÓN",1,1,0
"10868","pizzarr;on",1,2,1
"10869","pizzería",1,1,0
"10870","pkanta",1,1,1
"10871","pla",1,1,1
"10872","plac",1,1,1
"10873","Placard",1,1,1
"10874","placardt",1,1,1
"10875","Placas Tectonicas",1,2,1
"10876","placer aventura",1,2,1
"10877","placer papel autor",1,3,1
"10878","placeroso",1,1,1
"10879","PLANCHITA",1,1,1
"10880","PLANET",1,1,1
"10881","plangana",1,1,1
"10882","Planificacion",1,1,1
"10883","PLANIFICACION",1,1,1
"10884","planificaciòn",1,1,0
"10885","plano de construcción",1,3,0
"10886","planta del pie",1,3,1
"10887","planta rica vegetal",1,3,1
"10888","PLANTA,VERDE,NATURALEZA",1,3,1
"10889","plantas flores agua",1,3,1
"10890","plantigrado",1,1,1
"10891","plantita",1,1,1
"10892","plaoma",1,1,1
"10893","plasmodico",1,1,1
"10894","plasticina",1,1,1
"10895","plastilina",1,1,1
"10896","plat",1,1,1
"10897","plata dinero riqueza",1,3,1
"10898","plata, factura, dinero",1,5,1
"10899","plata, gente, liquido",1,5,1
"10900","platinnada",1,1,1
"10901","platna",1,1,1
"10902","plato con comida",1,3,1
"10903","PLATOS CHICOS",1,2,1
"10904","plats",1,1,1
"10905","platya",1,1,1
"10906","playstation",1,1,1
"10907","playta",1,1,1
"10908","plaza de mayo",1,3,1
"10909","ple a",1,2,1
"10910","please",1,1,1
"10911","pligues",1,1,1
"10912","PLIMAS",1,1,1
"10913","plin plin",1,2,1
"10914","plintón",1,1,0
"10915","plumifero",1,1,1
"10916","plumitas",1,1,1
"10917","plumon",1,1,1
"10918","plusvalia",1,1,1
"10919","plusvalor",1,1,1
"10920","pluto",1,1,1
"10921","Plutón",1,1,0
"10922","plux",1,1,1
"10923","pnsamiento",1,1,1
"10924","pntura",1,1,1
"10925","Población",1,1,0
"10926","poblaciones",1,1,1
"10927","pobreton",1,1,1
"10928","poca cantidad",1,2,1
"10929","poca edad",1,2,1
"10930","poca etica",1,2,1
"10931","poca paciencia",1,2,1
"10932","poca tierra",1,2,1
"10933","poca velocidad",1,2,1
"10934","poca vida",1,2,1
"10935","poca vision",1,2,1
"10936","pocas oportunidades",1,2,1
"10937","pocas oprtunidades",1,2,1
"10938","pocas personas",1,2,1
"10939","pocillo",1,1,1
"10940","POCION",1,1,1
"10941","pocitos",1,1,1
"10942","pocker",1,1,1
"10943","POCO COMUN",1,2,1
"10944","poco delicado",1,2,1
"10945","poco interés",1,2,0
"10946","poco maleable",1,2,1
"10947","poco movimiento",1,2,1
"10948","poco probable",1,2,1
"10949","poco respeto",1,2,1
"10950","poco serio",1,2,1
"10951","poco sincero",1,2,1
"10952","poco tamaño",1,2,0
"10953","poco tiempo",1,2,1
"10954","poco uso",1,2,1
"10955","poco util",1,2,1
"10956","pocoagraciado",1,1,1
"10957","pocos, puchos, algunos",1,5,1
"10958","poder de obrar",1,3,1
"10959","poder explicar",1,2,1
"10960","poder hacer",1,2,1
"10961","Poder Legislativo",1,2,1
"10962","poder lograr",1,2,1
"10963","podero",1,1,1
"10964","podés",1,1,0
"10965","podria",1,1,1
"10966","podria ser",1,2,1
"10967","poduzco",1,1,1
"10968","poe",1,1,1
"10969","poesìa",1,1,0
"10970","poètico",1,1,0
"10971","point",1,1,1
"10972","poítico",1,1,0
"10973","POKER",1,1,1
"10974","pol´ticos",1,1,1
"10975","pola",1,1,1
"10976","polem",1,1,1
"10977","polemica",1,1,1
"10978","poli",1,1,1
"10979","polic",1,1,1
"10980","policìa",1,1,0
"10981","policia yankie",1,2,1
"10982","POLICIA-CAMPO-PUEBLO-OESTE-PELICULAS-REVOLVER",1,1,1
"10983","policial circunscripción administrativo",1,3,0
"10984","POLICIAS",1,1,1
"10985","policinella",1,1,1
"10986","Policlinica",1,1,1
"10987","poliester",1,1,1
"10988","Poliforme",1,1,1
"10989","poligono",1,1,1
"10990","polimero",1,1,1
"10991","polinizacion",1,1,1
"10992","polino",1,1,1
"10993","polipo",1,1,1
"10994","politco",1,1,1
"10995","polític",1,1,0
"10996","polìtica",1,1,0
"10997","politicas",1,1,1
"10998","POLITICO",1,1,1
"10999","polka",1,1,1
"11000","pollé",1,1,0
"11001","POLO NORTE",1,2,1
"11002","polvi",1,1,1
"11003","polvos magicos",1,2,1
"11004","pomarola",1,1,1
"11005","pompom",1,1,1
"11006","pompon",1,1,1
"11007","ponde",1,1,1
"11008","ponderacion",1,1,1
"11009","poner fin",1,2,1
"11010","ponerse en el lugar",1,4,1
"11011","ponerte en comunicacion",1,3,1
"11012","Ponsomby",1,1,1
"11013","pontifice",1,1,1
"11014","pony",1,1,1
"11015","pop corn",1,2,1
"11016","popcorn",1,1,1
"11017","poporeta",1,1,1
"11018","poppins",1,1,1
"11019","POPULISMO",1,1,1
"11020","poquita",1,1,1
"11021","por ahi",1,2,1
"11022","por altura dividido dos",1,4,1
"11023","por aquí",1,2,0
"11024","por arriba",1,2,1
"11025","por atrás",1,2,0
"11026","por conocer",1,2,1
"11027","por consiguiente",1,2,1
"11028","por demas",1,2,1
"11029","por dos",1,2,1
"11030","por ejemplo",1,2,1
"11031","por el mango",1,3,1
"11032","por el mundo",1,3,1
"11033","por el nombre",1,3,1
"11034","por encima",1,2,1
"11035","por encima de",1,3,1
"11036","POR FAVOR",1,2,1
"11037","por fuera",1,2,1
"11038","por mes",1,2,1
"11039","por mucho",1,2,1
"11040","por ojo",1,2,1
"11041","por poco",1,2,1
"11042","Por qué",1,2,0
"11043","POR QUÉ",1,2,0
"11044","por sentado",1,2,1
"11045","por si",1,2,1
"11046","por si ahí",1,3,0
"11047","por suerte",1,2,1
"11048","por supuesto",1,2,1
"11049","por tanto",1,2,1
"11050","por telefono",1,2,1
"11051","por teléfono",1,2,0
"11052","por todos lados",1,3,1
"11053","porcetaje",1,1,1
"11054","porci´",1,1,1
"11055","porcion de tierra",1,3,1
"11056","porlan",1,1,1
"11057","porqu",1,1,1
"11058","porque no",1,2,1
"11059","porqueria",1,1,1
"11060","porquerìa",1,1,0
"11061","porta pallet",1,2,1
"11062","portable",1,1,1
"11063","PORTARETRATO",1,1,1
"11064","portarretratos",1,1,1
"11065","portátiil",1,1,0
"11066","porteria",1,1,1
"11067","portero electrico",1,2,1
"11068","portero eléctrico",1,2,0
"11069","PORTLAND",1,1,1
"11070","portugal",1,1,1
"11071","PORTUGUES",1,1,1
"11072","porvecho",1,1,1
"11073","POSECIÓN",1,1,0
"11074","posesi{on",1,1,1
"11075","posibildad",1,1,1
"11076","posibilida",1,1,1
"11077","posibilidad de acceder a otro lugar",1,6,1
"11078","posibilidad de algo",1,3,1
"11079","posibilidad remota",1,2,1
"11080","posibilidadaes",1,1,1
"11081","posibiñidad",1,1,0
"11082","posible injusticia",1,2,1
"11083","posiblidad",1,1,1
"11084","posiblw",1,1,1
"11085","posicio adelantada",1,2,1
"11086","posillo",1,1,1
"11087","posión",1,1,0
"11088","posisión",1,1,0
"11089","POSITIVA NEGATIVA",1,2,1
"11090","positivo o negativo",1,3,1
"11091","posponer en el tiempo",1,4,1
"11092","post",1,1,1
"11093","postcolonialismo",1,1,1
"11094","postulación",1,1,0
"11095","postzo",1,1,1
"11096","potacio",1,1,1
"11097","potenciadora",1,1,1
"11098","potosi",1,1,1
"11099","potqble",1,1,1
"11100","power",1,1,1
"11101","power point",1,2,1
"11102","power poiny",1,2,1
"11103","POWERPOINT",1,1,1
"11104","powerponit",1,1,1
"11105","powwer point",1,2,1
"11106","ppra",1,1,1
"11107","pprofesional",1,1,1
"11108","pprotegido",1,1,1
"11109","práctica de futbol",1,3,0
"11110","practico y perfecto",1,3,1
"11111","pre",1,1,1
"11112","pre-embarque",1,1,1
"11113","precabido",1,1,1
"11114","pRECAUCION",1,1,1
"11115","PRECAUCION",1,1,1
"11116","precausión",1,1,0
"11117","precencia",1,1,1
"11118","precesión",1,1,0
"11119","preciado,anhelado,esperado",1,3,1
"11120","precipitsado",1,1,1
"11121","prediccion",1,1,1
"11122","predictabilidad",1,1,1
"11123","predilevto",1,1,1
"11124","prefesion",1,1,1
"11125","pregjntas",1,1,1
"11126","pregnta",1,1,1
"11127","preguna",1,1,1
"11128","pregunt",1,1,1
"11129","pregunta, incognita , veloz",1,6,1
"11130","pregunton",1,1,1
"11131","PREHISTORIA,CLOROFILA,OXIGENO",1,3,1
"11132","preja",1,1,1
"11133","prejusgado",1,1,1
"11134","premiar por una accion",1,4,1
"11135","premip",1,1,1
"11136","premliminar",1,1,1
"11137","premonicion",1,1,1
"11138","prenda vestir",1,2,1
"11139","preocupaciob",1,1,1
"11140","preocupaciòn",1,1,0
"11141","preomesa",1,1,1
"11142","preparacio n",1,2,1
"11143","PREPARACION",1,1,1
"11144","prepo",1,1,1
"11145","preposiciòn",1,1,0
"11146","preposiion",1,1,1
"11147","prepotebte",1,1,1
"11148","prescenciar",1,1,1
"11149","prescio",1,1,1
"11150","PRESCOLAR",1,1,1
"11151","presea",1,1,1
"11152","presencia de muchas personas",1,4,1
"11153","PRESENTE FUTURO",1,2,1
"11154","preseverante",1,1,1
"11155","presicion",1,1,1
"11156","PRESICION",1,1,1
"11157","presición",1,1,0
"11158","presindible",1,1,1
"11159","presindir",1,1,1
"11160","presio",1,1,1
"11161","PRESION",1,1,1
"11162","presision",1,1,1
"11163","PRESTAMO",1,1,1
"11164","prèstamo",1,1,0
"11165","prestar asistencia",1,2,1
"11166","prestar atencion",1,2,1
"11167","presto atencion",1,2,1
"11168","presupuesto participativo",1,2,1
"11169","pretección",1,1,0
"11170","prevencion",1,1,1
"11171","prevension",1,1,1
"11172","preventina",1,1,1
"11173","prevesible",1,1,1
"11174","previernes",1,1,1
"11175","pricion",1,1,1
"11176","pricionero",1,1,1
"11177","pricnipio",1,1,1
"11178","PRIMCIPE",1,1,1
"11179","primer año",1,2,0
"11180","primer comida",1,2,1
"11181","primer dia",1,2,1
"11182","primer intento",1,2,1
"11183","primer lugar",1,2,1
"11184","primer ministro",1,2,1
"11185","primera persona",1,2,1
"11186","primera persona puesto",1,3,1
"11187","primera vez",1,2,1
"11188","primeri",1,1,1
"11189","primero de mes",1,3,1
"11190","primevera",1,1,1
"11191","primitividad",1,1,1
"11192","primogenito",1,1,1
"11193","primos en la escala filogenética",1,5,0
"11194","PRINCIPE",1,1,1
"11195","princípio",1,1,0
"11196","principio y fin",1,3,1
"11197","principito",1,1,1
"11198","Principito",1,1,1
"11199","principr",1,1,1
"11200","prioridad gerarquía primacía",1,3,0
"11201","priscilla",1,1,1
"11202","prisón",1,1,0
"11203","pristina",1,1,1
"11204","privilejiados",1,1,1
"11205","prncesa",1,1,1
"11206","pro y contra",1,3,1
"11207","proactiva",1,1,1
"11208","PROACTIVO",1,1,1
"11209","probabilidad",1,1,1
"11210","problema salud",1,2,1
"11211","problema social",1,2,1
"11212","problemas mentales",1,2,1
"11213","problematico",1,1,1
"11214","procariota",1,1,1
"11215","procastinación",1,1,0
"11216","procastrinar",1,1,1
"11217","proceo",1,1,1
"11218","procesadora",1,1,1
"11219","proclaimers",1,1,1
"11220","produ.id",1,1,1
"11221","producción escrita",1,2,0
"11222","product",1,1,1
"11223","producto de la abeja",1,4,1
"11224","productos caseros",1,2,1
"11225","profe de biosficia",1,3,1
"11226","profecion",1,1,1
"11227","profecional",1,1,1
"11228","PROFESION",1,1,1
"11229","profesiòn",1,1,0
"11230","profesora gorda",1,2,1
"11231","profetica",1,1,1
"11232","profeticas",1,1,1
"11233","profsional",1,1,1
"11234","PROFUCTO",1,1,1
"11235","profugo",1,1,1
"11236","profundo~",1,1,1
"11237","profunfo",1,1,1
"11238","progimo",1,1,1
"11239","program",1,1,1
"11240","prograMA",1,1,1
"11241","prograso",1,1,1
"11242","prohhibido",1,1,1
"11243","PROHIBIDO PASAR",1,2,1
"11244","prohoibido",1,1,1
"11245","proligidad",1,1,1
"11246","PROLIJA LA ROPA",1,3,1
"11247","prolijar",1,1,1
"11248","promociòn",1,1,0
"11249","pronocado",1,1,1
"11250","pronombre personal",1,2,1
"11251","pronombte",1,1,1
"11252","PRONUNCIACION",1,1,1
"11253","propaganad",1,1,1
"11254","prope",1,1,1
"11255","Proporcion",1,1,1
"11256","PROPORCION",1,1,1
"11257","proposicion",1,1,1
"11258","Proposito",1,1,1
"11259","proreccion",1,1,1
"11260","proridad",1,1,1
"11261","prositución",1,1,0
"11262","prosstituta",1,1,1
"11263","prostitua",1,1,1
"11264","prostuibulo",1,1,1
"11265","protecciòn",1,1,0
"11266","PROTECTOR PARA NIÑOS",1,3,0
"11267","protector solar",1,2,1
"11268","proteger del sol",1,3,1
"11269","proteìna",1,1,0
"11270","proteje",1,1,1
"11271","protitucion",1,1,1
"11272","proton",1,1,1
"11273","PROTOTCOLAR",1,1,1
"11274","provable",1,1,1
"11275","providad",1,1,1
"11276","provilegio",1,1,1
"11277","provincia, estado",1,3,1
"11278","provocacion",1,1,1
"11279","proxima",1,1,1
"11280","PROXIMO",1,1,1
"11281","pròximo",1,1,0
"11282","próximo a",1,2,0
"11283","proyecciòn",1,1,0
"11284","proyección de imágenes",1,3,0
"11285","proyecto de",1,2,1
"11286","proyecto pensar",1,2,1
"11287","proyeje",1,1,1
"11288","proyevtor",1,1,1
"11289","prozac",1,1,1
"11290","prpano",1,1,1
"11291","prpfundo",1,1,1
"11292","prpósito",1,1,0
"11293","prrr",1,1,1
"11294","prsene",1,1,1
"11295","prsión",1,1,0
"11296","prueb",1,1,1
"11297","pseudópodos",1,1,0
"11298","PSICOANALISIS",1,1,1
"11299","psicodelico",1,1,1
"11300","psicodrama",1,1,1
"11301","psicolgo",1,1,1
"11302","Psicologia",1,1,1
"11303","PSICOLOGO",1,1,1
"11304","psicologo, psiquiatra",1,3,1
"11305","psicologos",1,1,1
"11306","psicopata",1,1,1
"11307","PSICOPATA",1,1,1
"11308","psicopata, mal humorado, inconciente",1,6,1
"11309","psicopatas",1,1,1
"11310","psicosomatico",1,1,1
"11311","PSICOTROPICO",1,1,1
"11312","psiquico",1,1,1
"11313","psro",1,1,1
"11314","ptoyectil",1,1,1
"11315","puaj",1,1,1
"11316","puberta",1,1,1
"11317","puberto",1,1,1
"11318","publiciada",1,1,1
"11319","publicida",1,1,1
"11320","publico referente",1,2,1
"11321","pueblo grande",1,2,1
"11322","pueblos originarios",1,2,1
"11323","puede llegar a ser",1,4,1
"11324","puede que",1,2,1
"11325","puede que la haya",1,4,1
"11326","puentes",1,1,1
"11327","puert",1,1,1
"11328","puerta con cerradura",1,3,1
"11329","puertat",1,1,1
"11330","puerto madryn",1,2,1
"11331","puesrta",1,1,1
"11332","puesta de sol",1,3,1
"11333","puesta en escenaq",1,3,1
"11334","puesta sol",1,2,1
"11335","puesto - lugar",1,3,1
"11336","pueta",1,1,1
"11337","pueto",1,1,1
"11338","pulciada",1,1,1
"11339","pullitzer",1,1,1
"11340","pulover",1,1,1
"11341","pulpura",1,1,1
"11342","pulsion",1,1,1
"11343","pumba",1,1,1
"11344","punguinos",1,1,1
"11345","punsante",1,1,1
"11346","Punta Carretas",1,2,1
"11347","punta de fiablo",1,3,1
"11348","punta, cuerda, ciudad",1,5,1
"11349","punteada",1,1,1
"11350","punteo",1,1,1
"11351","punter",1,1,1
"11352","puntiada",1,1,1
"11353","punto ardinal",1,2,1
"11354","PUNTO CARDINAL",1,2,1
"11355","punto de",1,2,1
"11356","PUNTO DE PARTIDA",1,3,1
"11357","punto final",1,2,1
"11358","punto y",1,2,1
"11359","punto y coma",1,3,1
"11360","punto y raya",1,3,1
"11361","puntos infinitos",1,2,1
"11362","puntos juego asar",1,3,1
"11363","puntuacion",1,1,1
"11364","puño cerrado",1,2,0
"11365","pura7",1,1,1
"11366","Pure",1,1,1
"11367","purez",1,1,1
"11368","PUREZA,ANTIGÜEDAD,VIDA",1,3,0
"11369","purgar algo",1,2,1
"11370","purs",1,1,1
"11371","puta madre",1,2,1
"11372","putapario",1,1,1
"11373","putazo",1,1,1
"11374","PUTEDA",1,1,1
"11375","putiada",1,1,1
"11376","putrefaccion",1,1,1
"11377","puzzble",1,1,1
"11378","PUZZLE",1,1,1
"11379","QI",1,1,1
"11380","quarta",1,1,1
"11381","que  hacer",1,2,1
"11382","que busca gente",1,3,1
"11383","que cambia con los años",1,5,0
"11384","que debe cumplirse o no",1,5,1
"11385","que distingue",1,2,1
"11386","qué es?",1,2,0
"11387","que harde",1,2,1
"11388","que has",1,2,1
"11389","que importa",1,2,1
"11390","que las  rana crien pelo",1,5,1
"11391","que me amas",1,3,1
"11392","que nada",1,2,1
"11393","que nadie",1,2,1
"11394","que no es normal",1,4,1
"11395","que refiere a",1,3,1
"11396","que ruedan las ruedas",1,4,1
"11397","que se la hecho juicio",1,5,1
"11398","que se pesó",1,3,0
"11399","que se puede",1,3,1
"11400","que se rinde",1,3,1
"11401","que sirve",1,2,1
"11402","que tal",1,2,1
"11403","que te vas",1,3,1
"11404","que tengo",1,2,1
"11405","que tiene claridad",1,3,1
"11406","que tiene condiciones",1,3,1
"11407","que va a ser",1,4,1
"11408","que va al frente",1,4,1
"11409","que ver",1,2,1
"11410","quebardizo",1,1,1
"11411","qued",1,1,1
"11412","quedan pocos",1,2,1
"11413","quedese",1,1,1
"11414","queque",1,1,1
"11415","quereja",1,1,1
"11416","querer saber",1,2,1
"11417","queres",1,1,1
"11418","QUERES",1,1,1
"11419","queria",1,1,1
"11420","querible",1,1,1
"11421","querra",1,1,1
"11422","QUESO CON CEREZA",1,3,1
"11423","quid de la cuestión",1,4,0
"11424","quidar",1,1,1
"11425","quien da mas?",1,3,1
"11426","quien es cada cual",1,4,1
"11427","quien escribe",1,2,1
"11428","quiero extasis",1,2,1
"11429","quiero saber",1,2,1
"11430","quierp",1,1,1
"11431","QUIETO!",1,1,1
"11432","QUIMICA",1,1,1
"11433","quimicos",1,1,1
"11434","QUimon",1,1,1
"11435","quinceañera",1,1,0
"11436","quinn",1,1,1
"11437","quinoa",1,1,1
"11438","quiñiela",1,1,0
"11439","quiro",1,1,1
"11440","quirofano",1,1,1
"11441","quirto",1,1,1
"11442","quisas",1,1,1
"11443","quisio",1,1,1
"11444","quitud",1,1,1
"11445","quizas capaz entonces",1,3,1
"11446","quizas quizás",1,2,0
"11447","quizo",1,1,1
"11448","quote",1,1,1
"11449","R",1,1,1
"11450","ra",1,1,1
"11451","rabbit",1,1,1
"11452","RABIT",1,1,1
"11453","racar",1,1,1
"11454","raceta",1,1,1
"11455","racing",1,1,1
"11456","raciocionio",1,1,1
"11457","racion",1,1,1
"11458","radiacion",1,1,1
"11459","radianet",1,1,1
"11460","radio tv",1,2,1
"11461","RADIOGRAFIA",1,1,1
"11462","Radiografía bacterias policía",1,3,0
"11463","rado",1,1,1
"11464","rafaela",1,1,1
"11465","rafaga",1,1,1
"11466","RAIZ",1,1,1
"11467","Raíz",1,1,0
"11468","RAÍZ",1,1,0
